choice	experiment_id	weight	p_zone	a_zone	outward_period	return_period	purpose	CarOwnershipConstant23	WAWE_Cost_Outward	KAWE_Cost_Outward	Bicycle_Cost_Outward	Walk_Cost_Return	Car_Cost_Return	Car_Cost_Outward	WAPE_Cost_Return	Bicycle_Cost_Return	a_CBDNonCore	WAWE_Cost_Return	Walk_Cost_Outward	a_CBDCore	CarOwnershipConstant0	PAWE_Cost_Outward	a_OuterFrame	WAKE_Cost_Return	a_CBDFrame	Bicycle_av	Car_av	PT_Kiss_Access_av	PT_Park_Access_av	PT_Walk_Access_av	Walk_av
5	12555	136.520094564634	359	74	0	15	1001	1	0.0	0.0	0.0	2231.04028320312	277.276550292969	0.0	1280.08947753906	446.2080078125	0	1188.48583984375	0.0	1	0	0.0	0	1280.08947753906	0	1	1	1	1	1	1
2	12556	68.7168356419819	1842	1258	15	0	1001	1	5394.14404296875	3513.07153320312	3185.28002929688	0.0	0.0	1195.31494140625	0.0	0.0	0	0.0	13267.19921875	0	0	3580.9931640625	0	0.0	0	1	1	1	1	1	1
4	12557	125.423565505362	2043	100	15	0	1001	1	4447.806640625	2873.9716796875	3484.60791015625	0.0	0.0	1336.57189941406	0.0	0.0	0	0.0	17469.119140625	1	0	2909.16040039062	0	0.0	0	1	1	1	1	1	1
2	12558	115.492096647152	1924	1934	15	0	1001	1	2759.88330078125	3190.70581054688	983.904052734375	0.0	0.0	383.020141601562	0.0	0.0	0	0.0	3935.61572265625	0	0	3191.08935546875	0	0.0	0	1	1	1	1	1	1
2	12559	66.2762209847841	1924	1654	0	15	1001	1	0.0	0.0	0.0	19153.52734375	1612.83020019531	0.0	4380.02197265625	4651.87158203125	0	4441.3896484375	0.0	0	0	0.0	0	4380.02197265625	0	1	1	1	1	1	1
2	12560	47.1562150079633	1924	1070	15	0	1001	0	3669.51245117188	3592.57153320312	5323.8720703125	0.0	0.0	1975.30615234375	0.0	0.0	0	0.0	21295.484375	0	0	3592.955078125	0	0.0	0	1	1	1	1	1	1
2	12561	193.765113981193	2515	2495	15	0	1001	1	2501.18872070312	2218.83862304688	547.10400390625	0.0	0.0	251.256408691406	0.0	0.0	0	0.0	2188.416015625	0	0	2278.93212890625	0	0.0	0	1	1	1	1	1	1
2	12562	69.1387441508723	1000	1343	0	15	1001	1	0.0	0.0	0.0	6439.68017578125	693.137512207031	0.0	3257.28857421875	1609.919921875	0	3519.78125	0.0	0	0	0.0	0	3257.28857421875	0	1	1	1	1	1	1
2	12563	42.6037384445873	1000	141	0	15	1001	0	0.0	0.0	0.0	5470.46337890625	649.484130859375	0.0	1916.37072753906	1367.61596679688	1	2475.87817382812	0.0	0	0	0.0	0	1916.37072753906	0	1	1	1	1	1	1
2	12564	61.6245299762074	1000	1017	0	15	1001	0	0.0	0.0	0.0	2201.85571289062	234.688690185547	0.0	1351.90759277344	550.464050292969	0	1864.2021484375	0.0	0	0	0.0	0	1351.90759277344	0	1	1	1	1	1	1
