choice	experiment_id	weight	p_zone	a_zone	outward_period	return_period	purpose	CarOwnershipConstant23	WAWE_Cost_Outward	KAWE_Cost_Outward	Bicycle_Cost_Outward	Walk_Cost_Return	Car_Cost_Return	Car_Cost_Outward	WAPE_Cost_Return	Bicycle_Cost_Return	a_CBDNonCore	WAWE_Cost_Return	Walk_Cost_Outward	a_CBDCore	CarOwnershipConstant0	PAWE_Cost_Outward	a_OuterFrame	WAKE_Cost_Return	a_CBDFrame	Bicycle_av	Car_av	PT_Kiss_Access_av	PT_Park_Access_av	PT_Walk_Access_av	Walk_av
2	7289	28.7893384607199	3346	3304	0	14	1001	1	0.0	0.0	0.0	5006.5810546875	1094.05041503906	0.0	6813.14111328125	1793.80224609375	0	7258.25439453125	0.0	0	0	0.0	0	6813.14111328125	0	1	1	1	1	1	1
2	7290	40.6885887710035	3346	3300	0	14	1001	1	0.0	0.0	0.0	3306.94287109375	810.913940429688	0.0	5095.5498046875	1181.09045410156	0	5540.66259765625	0.0	0	0	0.0	0	5095.5498046875	0	1	1	1	1	1	1
5	7291	145.99280460777	3347	3476	0	14	1001	1	0.0	0.0	0.0	2026.1005859375	552.291625976562	0.0	4753.8232421875	712.144165039062	0	5890.21826171875	0.0	0	0	0.0	0	4753.8232421875	0	1	1	1	1	1	1
2	7292	15.1927946107743	2811	2901	0	14	1001	0	0.0	0.0	0.0	3247.31127929688	595.096069335938	0.0	6507.73486328125	1118.75646972656	0	6691.3291015625	0.0	0	0	0.0	0	6507.73486328125	0	1	1	1	1	1	1
2	7293	9.81354514668212	2811	2848	0	14	1001	0	0.0	0.0	0.0	4973.6044921875	872.305786132812	0.0	5141.64599609375	1679.57775878906	0	5325.24072265625	0.0	0	0	0.0	0	5141.64599609375	0	1	1	1	1	1	1
2	7294	19.8129640874133	2902	2761	0	14	1001	0	0.0	0.0	0.0	1427.31115722656	244.904159545898	0.0	4221.9091796875	494.777374267578	0	4453.49951171875	0.0	0	0	0.0	0	4221.9091796875	0	1	1	1	1	1	1
2	7295	5.70547375549789	2875	2904	0	14	1001	0	0.0	0.0	0.0	1440.77648925781	260.966247558594	0.0	4146.2470703125	490.884429931641	0	4141.609375	0.0	0	1	0.0	0	4146.2470703125	0	1	1	1	1	1	1
2	7296	53.5259252858979	2857	2801	0	14	1001	1	0.0	0.0	0.0	6158.8173828125	945.180297851562	0.0	13501.67578125	2257.34448242188	0	13585.365234375	0.0	0	0	0.0	0	13501.67578125	0	1	1	1	1	1	1
2	7297	24.6672258702875	2848	2856	0	14	1001	1	0.0	0.0	0.0	1204.72326660156	222.321899414062	0.0	4472.529296875	433.680206298828	0	4719.4033203125	0.0	0	0	0.0	0	4472.529296875	0	1	1	1	1	1	1
2	7298	13.3844449996035	2843	2856	0	14	1001	0	0.0	0.0	0.0	534.760803222656	111.170593261719	0.0	4618.7216796875	207.199188232422	0	4664.587890625	0.0	0	0	0.0	0	4618.7216796875	0	1	1	1	1	1	1
2	7299	31.837094421472	2851	2856	0	14	1001	1	0.0	0.0	0.0	658.695617675781	129.765670776367	0.0	4250.2568359375	246.266616821289	0	4253.8212890625	0.0	0	0	0.0	0	4250.2568359375	0	1	1	1	1	1	1
2	7300	31.837094421472	2851	2856	0	14	1001	1	0.0	0.0	0.0	658.695617675781	129.765670776367	0.0	4250.2568359375	246.266616821289	0	4253.8212890625	0.0	0	0	0.0	0	4250.2568359375	0	1	1	1	1	1	1
